Word,Definition
factory,a plant consisting of one or more buildings with facilities for manufacturing
power,possession of controlling influence
horrific,grossly offensive to decency or morality; causing horror
remind,put in the mind of someone
vision,a vivid mental image
drained,flow off gradually
free,people who are free
paid,"give money, usually in exchange for goods or services"
risks,a source of danger; a possibility of incurring loss or misfortune
unions,an organization of employees formed to bargain with the employer
learning,the cognitive process of acquiring skill or knowledge
unladylike,lacking the behavior or manner or style considered proper for a lady
sheets,any broad thin expanse or surface
promise,a verbal commitment by one person to another agreeing to do (or not to do) something in the future
offended,cause to feel resentment or indignation
alternated,go back and forth; swing back and forth between two states or conditions
parting,the act of departing politely
casserole,food cooked and served in a casserole
prayers,the act of communicating with a deity (especially as a petition or in adoration or contrition or thanksgiving)
awkwardly,in an awkward manner
square,(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon
jelly,an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods
peanut,underground pod of the peanut vine
spell,a psychological state induced by (or as if induced by) a magical incantation
alarm,fear resulting from the awareness of danger
awoke,stop sleeping
bronco,an unbroken or imperfectly broken mustang
bucking,to strive with determination
thrown,propel through the air
itched,scrape or rub as if to relieve itching
whisper,speaking softly without vibration of the vocal cords
ear,the sense organ for hearing and equilibrium
a.m.,before noon
stretcher,a wooden framework on which canvas is stretched and fixed for oil painting
unthinking,not exhibiting or characterized by careful thought
unmoving,not in motion
rushing,(American football) an attempt to advance the ball by running into the line
wheeled,change directions as if revolving on a pivot
sang,North American woodland herb similar to and used as substitute for the Chinese ginseng
stories,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program
stretched,"occupy a large, elongated area"
rubbed,move over something with pressure
rocked,move back and forth or sideways
reception,the manner in which something is greeted
forth,a river in southern Scotland that flows eastward to the Firth of Forth
maple,wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring
horn,a noisemaker (as at parties or games) that makes a loud noise when you blow through it
leaning,an inclination to do something
office,place of business where professional or clerical duties are performed
smother,a confused multitude of things
cat,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats
licking,an unsuccessful ending to a struggle or contest
kitten,young domestic cat
stick,an implement consisting of a length of wood
sticky,having the sticky properties of an adhesive
shot,the act of firing a projectile
moaned,"indicate pain, discomfort, or displeasure"
bloody,cover with blood
murder,unlawful premeditated killing of a human being by a human being
ball,round object that is hit or thrown or kicked in games
chest,the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates
vowed,make a vow; promise
squirming,"to move in a twisting or contorted motion, (especially when struggling)"
chance,a possibility due to a favorable combination of circumstances
weakly,lacking bodily or muscular strength or vitality
chickens,the flesh of a chicken used for food
verdict,(law) the findings of a jury on issues of fact submitted to it for decision; can be used in formulating a judgment
stage,any distinct time period in a sequence of events
forgotten,dismiss from the mind; stop remembering
met,come together
trembling,a shaky motion
flu,an acute febrile highly contagious viral disease
frowning,"look angry or sullen, wrinkle one's forehead, as if to signal disapproval"
funeral,a ceremony at which a dead person is buried or cremated
houses,a dwelling that serves as living quarters for one or more families
toothy,having or showing prominent teeth
cactus,any succulent plant of the family Cactaceae native chiefly to arid regions of the New World and usually having spines
nest,a structure in which animals lay eggs or give birth to their young
hollow,a cavity or space in something
flyer,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
flute,a high-pitched woodwind instrument; a slender tube closed at one end with finger holes on one end and an opening near the closed end across which the breath is blown
wanting,feel or have a desire for; want strongly
rehearsing,engage in a rehearsal (of)
staying,stay the same; remain in a certain state
named,assign a specified (usually proper) proper name to
bald,grow bald; lose hair on one's head
designing,the act of working out the form of something (as by making a sketch or outline or plan)
piece,a separate part of a whole
overcoat,a heavy coat worn over clothes in winter
date,the specified day of the month
flyers,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
typewriter,hand-operated character printer for printing written messages one character at a time
object,a tangible and visible entity; an entity that can cast a shadow
gray,a neutral achromatic color midway between white and black
teacher,a person whose occupation is teaching
beneath,in or to a place that is lower
yep,unavailable
unrolling,reverse the winding or twisting of
rolling,a deep prolonged sound (as of thunder or large bells)
envelope,"a flat (usually rectangular) container for a letter, thin package, etc."
squeaked,"make a high-pitched, screeching noise"
rocking,move back and forth or sideways
wedding,the social event at which the ceremony of marriage is performed
guitar,a stringed instrument usually having six strings; played by strumming or plucking
served,"serve a purpose, role, or function"
traveling,the act of going from one place to another
refreshments,snacks and drinks served as a light meal
hopeful,an ambitious and aspiring young person
provide,give something useful or necessary to
newly,very recently
formed,create (as an entity)
fiercely,in a physically fierce manner
crossly,in an ill-natured manner
delirious,experiencing delirium
selling,the exchange of goods for an agreed sum of money
favor,an act of gracious kindness
scoot,run or move very quickly or hastily
scanned,examine minutely or intensely
finger,any of the terminal members of the hand (sometimes excepting the thumb)
proud,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride
plans,a series of steps to be carried out or goals to be accomplished
cursive,rapid handwriting in which letters are set down in full and are cursively connected within words without lifting the writing implement from the paper
sealed,make tight; secure against leakage
welcome,the state of being welcome
position,the particular portion of space occupied by something
goodness,that which is pleasing or valuable or useful
buyer,a person who buys
viewing,the display of a motion picture
eyebrows,the arch of hair above each eye
bushy,used of hair; thick and poorly groomed
burly,muscular and heavily built
changes,an event that occurs when something passes from one state or phase to another
insurance,promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company
agent,an active and efficient cause; capable of producing a certain effect
greeting,(usually plural) an acknowledgment or expression of good will (especially on meeting)
files,a set of related records (either written or electronic) kept together
sound,the particular auditory effect produced by a given cause
quoting,repeat a passage from
saloon,a room or establishment where alcoholic drinks are served over a counter
fill,a quantity sufficient to satisfy
agree,be in accord; be in agreement
crevices,a long narrow depression in a surface
organize,create (as an entity)
scoffed,laugh at with contempt and derision
cool,the quality of being at a refreshingly low temperature
rumor,gossip (usually a mixture of truth and untruth) passed around by word of mouth
keeping,conformity or harmony
secrets,something that should remain hidden from others (especially information that is not to be passed on)
wonder,the feeling aroused by something strange and surprising
brush,a dense growth of bushes
scrub,dense vegetation consisting of stunted trees or bushes
thoughtful,having intellectual depth
midnight,12 o'clock at night; the middle of the night
flashed,gleam or glow intermittently
frowned,"look angry or sullen, wrinkle one's forehead, as if to signal disapproval"
heels,the bottom of a shoe or boot; the back part of a shoe or boot that touches the ground and provides elevation
warned,"notify of danger, potential harm, or risk"
impulsive,proceeding from natural feeling or impulse without external stimulus
bathrooms,a room (as in a residence) containing a bathtub or shower and usually a washbasin and toilet
harassing,annoy continually or chronically
nerve,any bundle of nerve fibers running to various organs and tissues of the body
polio,an acute viral disease marked by inflammation of nerve cells of the brain stem and spinal cord
workman,an employee who performs manual or industrial labor
soda,a sodium salt of carbonic acid; used in making soap powders and glass and paper
posse,a temporary police force
perfume,a distinctive odor that is pleasant
pry,a heavy iron lever with one end forged into a wedge
lake,a body of (usually fresh) water surrounded by land
charity,a foundation created to promote the public good (not for assistance to any particular individuals)
shadows,shade within clear boundaries
surrounding,extend on all sides of simultaneously; encircle
leads,an advantage held by a competitor in a race
earlier,(comparative and superlative of `early') more early than; most early
darkness,absence of light or illumination
heavy,an actor who plays villainous roles
spring,the season of growth
directly,without deviation
clarinet,a single-reed instrument with a straight tube
milkman,someone who delivers milk
organ,a fully differentiated structural and functional unit in an animal that is specialized for some particular function
buffet,a piece of furniture that stands at the side of a dining room; has shelves and drawers
dresses,a one-piece garment for a woman; has skirt and bodice
petted,stroke or caress gently
tune,a succession of notes forming a distinctive sequence
theater,a building where theatrical performances or motion-picture shows can be presented
swaying,move back and forth or sideways
measured,"determine the measurements of something or somebody, take measurements of"
hat,headdress that protects the head from bad weather; has shaped crown and usually a brim
usher,Irish prelate who deduced from the Bible that Creation occurred in the year 4004 BC (1581-1656)
borrowed,get temporarily
delicious,variety of sweet eating apples
coats,an outer garment that has sleeves and covers the body from shoulder down; worn outdoors
braid,a hairdo formed by braiding or twisting the hair
pin,a piece of jewelry that is pinned onto the wearer's garment
lapel,lap at the front of a coat; continuation of the coat collar
winked,signal by winking
handkerchief,a square piece of cloth used for wiping the eyes or nose or as a costume accessory
weak,wanting in physical strength
theme,the subject matter of a conversation or discussion
sped,move fast
suits,a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color
proof,any factual evidence that helps to establish the truth of something
trap,a device in which something (usually an animal) can be caught and penned
forget,dismiss from the mind; stop remembering
continue,"continue a certain state, condition, or activity"
von,unavailable
microphone,device for converting sound waves into electrical energy
clapped,put quickly or forcibly
beaming,smile radiantly; express joy through one's facial expression
mumbled,talk indistinctly; usually in a low voice
wings,a means of flight or ascent
gown,"a woman's dress, usually with a close-fitting bodice and a long flared skirt, often worn on formal occasions"
opera,a drama set to music; consists of singing with orchestral accompaniment and an orchestral overture and interludes
pad,a number of sheets of paper fastened together along one edge
protested,utter words of protest
bobby,an informal term for a British policeman
elegant,refined and tasteful in appearance or behavior or style
swooshed,move with or cause to move with a whistling or hissing sound
nines,the cardinal number that is the sum of eight and one
snipped,sever or remove by pinching or snipping
thread,a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving
league,an association of sports teams that organizes matches for its members
auditorium,the area of a theater or concert hall where the audience sits
group,any number of entities (members) considered as a unit
mile,"a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters"
hats,headdress that protects the head from bad weather; has shaped crown and usually a brim
bled,lose blood from one's body
fancy,something many people believe that is false
fitting,making or becoming suitable; adjusting to circumstances
wept,"shed tears because of sadness, rage, or pain"
hoped,expect and wish
alterations,an event that occurs when something passes from one state or phase to another
performance,a dramatic or musical entertainment
adjustments,making or becoming suitable; adjusting to circumstances
insulted,"treat, mention, or speak to rudely"
independent,a neutral or uncommitted person (especially in politics)
vengeful,disposed to seek revenge or intended for revenge; - Shakespeare; - M.R.Cohen
reckless,marked by defiant disregard for danger or consequences; ; -Macaulay
ad,a public promotion of some product or service
bye,you advance to the next round in a tournament without playing an opponent
shyly,in a shy or timid or bashful manner
adventures,a wild and exciting undertaking (not necessarily lawful)
sidewalk,walk consisting of a paved area for pedestrians; usually beside a street or roadway
gon,unavailable
na,a silvery soft waxy metallic element of the alkali metal group; occurs abundantly in natural compounds (especially in salt water); burns with a yellow flame and reacts violently in water; occurs in sea water and in the mineral halite (rock salt)
youth,a young person (especially a young man or boy)
oboe,a slender double-reed instrument; a woodwind with a conical bore and a double-reed mouthpiece
picnic,a day devoted to an outdoor social gathering
flashing,a short vivid experience
french,the Romance language spoken in France and in countries colonized by France
strength,the property of being physically or mentally strong
curls,a round shape formed by a series of concentric circles (as formed by leaves or flower petals)
escaping,run away from confinement
shy,a quick throw
rummaged,search haphazardly
nervous,easily agitated
chirping,make high-pitched sounds
beautiful,delighting the senses or exciting intellectual or emotional admiration
thermos,vacuum flask that preserves temperature of hot or cold drinks
barked,speak in an unfriendly tone
sarcastically,in a sarcastic manner
lunged,make a thrusting forward movement
intelligence,the ability to comprehend; to understand and profit from experience
respectful,full of or exhibiting respect
blazed,shine brightly and intensively
cushy,not burdensome or demanding; borne or done easily and without hardship
bullet,a projectile that is fired from a gun
expects,regard something as probable or likely
pole,a long (usually round) rod of wood or metal or plastic
nagging,bother persistently with trivial complaints
mouthed,express in speech
hook,a catch for locking a door
installed,set up for use
sash,a framework that holds the panes of a window in the window frame
tied,"fasten or secure with a rope, string, or cord"
softened,make (images or sounds) soft or softer
snuggled,move or arrange oneself in a comfortable and cozy position
marshy,(of soil) soft and watery
son,a male human offspring
renamed,assign a new name to
distracts,draw someone's attention away from something
charms,attractiveness that interests or pleases or stimulates
unsteady,subject to change or variation
wonderful,extraordinarily good or great ; used especially as intensifiers
musician,someone who plays a musical instrument (as a profession)
accordions,a portable box-shaped free-reed instrument; the reeds are made to vibrate by air from the bellows controlled by the player
objection,the act of expressing earnest opposition or protest
criticize,find fault with; express criticism of; point out real or perceived flaws
overwhelmed,"overcome, as with emotions or perceptual stimuli"
storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning
huff,a state of irritation or annoyance
floated,be in motion due to some air or water current
murky,(of liquids) clouded as with sediment
heroes,a man distinguished by exceptional courage and nobility and strength
practice,a customary way of operation or behavior
fixed,restore by replacing a part or putting together what is torn or broken
handled,"be in charge of, act on, or dispose of"
situation,the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt
firefight,unavailable
dots,a very small circular shape
polka,music performed for dancing the polka
expression,the feelings expressed on a person's face
paused,interrupt temporarily an activity before continuing
neck,the part of an organism (human or animal) that connects the head to the rest of the body
sacrament,a formal religious ceremony conferring a specific grace on those who receive it; the two Protestant ceremonies are baptism and the Lord's Supper; in the Roman Catholic Church and the Eastern Orthodox Church there are seven traditional rites accepted as instituted by Jesus: baptism and confirmation and Holy Eucharist and penance and holy orders and matrimony and extreme unction
breaths,the process of taking in and expelling air during breathing
stab,a sudden sharp feeling
canteen,a flask for carrying water; used by soldiers or travelers
roared,"make a loud noise, as of wind, water, or vehicles"
firm,the members of a business organization that owns or operates one or more establishments
reaction,(chemistry) a process in which one or more substances are changed into others
uncertainly,in an unsteady manner
offering,something offered (as a proposal or bid)
flailed,give a thrashing to; beat hard
anger,a strong emotion; a feeling that is oriented toward some real or supposed grievance
inches,a unit of length equal to one twelfth of a foot
shutting,the act of closing something
drag,the phenomenon of resistance to motion through a fluid
knocking,the sound of knocking (as on a door or in an engine or bearing)
worm,any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae
bait,anything that serves as an enticement
slipping,move stealthily
cheek,either side of the face below the eyes
hated,dislike intensely; feel antipathy or aversion towards
grave,death of a person
bottles,a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped
cemetery,a tract of land used for burials
buried,cover from sight
floats,the time interval between the deposit of a check in a bank and its payment
hugely,extremely
pregnant,carrying developing offspring within the body or being about to produce new life
orders,"(often plural) a command given by a superior (e.g., a military or law enforcement officer) that must be obeyed"
courtyard,an area wholly or partly surrounded by walls or buildings
embarrassing,cause to be embarrassed; cause to feel self-conscious
students,a learner who is enrolled in an educational institution
palm,the inner surface of the hand from the wrist to the base of the fingers
copper,a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor
close,the temporal end; the concluding time
lurked,"lie in wait, lie in ambush, behave in a sneaky and secretive manner"
pennies,a fractional monetary unit of Ireland and the United Kingdom; equal to one hundredth of a pound
booth,a table (in a restaurant or bar) surrounded by two high-backed benches
elbowing,jostling with the elbows
quipped,make jokes or quips
team,a cooperative unit (especially in sports)
practicing,carry out or practice; as of jobs and professions
collected,get or gather together
pressed,exert pressure or force to or upon
halls,an interior passage or corridor onto which rooms open
squeezed,"to compress with violence, out of natural shape or condition"
hint,an indirect suggestion
darn,something of little value
began,take the first step or steps in carrying out an action
easy,posing no difficulty; requiring little effort
kicked,drive or propel with the foot
form,the phonological or orthographic sound or appearance of a word that can be used to describe or identify something
starting,a turn to be a starter (in a game at the beginning)
buds,a partially opened flower
flower,a plant cultivated for its blooms or blossoms
base,installation from which a military force initiates operations
everybody,unavailable
cheered,give encouragement to
stumbling,walk unsteadily
painting,graphic art consisting of an artistic composition made by applying paints to a surface
ceiling,the overhead upper surface of a covered space
dust,fine powdery material such as dry earth or pollen that can be blown about in the air
plaster,a mixture of lime or gypsum with sand and water; hardens into a smooth solid; used to cover walls and ceilings
cardboard,a stiff moderately thick paper
climb,an upward slope or grade (as in a road)
spotted,catch sight of
suitcase,a portable rectangular container for carrying clothes
lift,the act of giving temporary assistance
gripped,hold fast or firmly
marveled,be amazed at
age,how long something has existed
hole,an opening into or through something
tear,a drop of the clear salty saline solution secreted by the lacrimal glands
mothers,a woman who has given birth to a child (also used as a term of address to your mother)
cars,a motor vehicle with four wheels; usually propelled by an internal combustion engine
driveway,a road leading up to a private house
rafter,one of several parallel sloping beams that support a roof
dumplings,small balls or strips of boiled or steamed dough
potato,an edible tuber native to South America; a staple food of Ireland
dusty,covered with a layer of dust
gaped,look with amazement; look stupidly
mouths,the opening through which food is taken in and vocalizations emerge
krew,unavailable
peel,British politician (1788-1850)
attic,floor consisting of open space at the top of a house just below roof; often used for storage
midair,some point in the air; above ground level
dangling,the act of suspending something (hanging it from above so it moves freely)
board,a committee having supervisory powers
tight,closely constrained or constricted or constricting
strides,a step in walking or running
careful,exercising caution or showing care or attention
railing,a barrier consisting of a horizontal bar and supports
bothering,take the trouble to do something; concern oneself
knows,the fact of being aware of information that is known to few people
shows,the act of publicly exhibiting or entertaining
clearly,without doubt or question
confirm,establish or strengthen as with new evidence or facts
confirmed,establish or strengthen as with new evidence or facts
quote,a punctuation mark used to attribute the enclosed text to someone else
shrugs,a gesture involving the shoulders
dates,the specified day of the month
reader,a person who enjoys reading
review,a new appraisal or evaluation
comment,a statement that expresses a personal opinion or belief or adds information
series,similar things placed in order or happening one after another
broadcast,message that is transmitted by radio or television
chops,the irregular motion of waves (usually caused by wind blowing in a direction opposite to the tide)
timeline,a sequence of related events arranged in chronological order and displayed along a line (usually drawn left to right or top to bottom)
era,a period marked by distinctive character or reckoned from a fixed point or event
poignant,arousing affect
earn,earn on some commercial or business transaction; earn as salary or wages
sense,a general conscious awareness
begun,take the first step or steps in carrying out an action
likely,has a good chance of being the case or of coming about
absolutely,completely and without qualification; used informally as intensifiers
indication,something that serves to indicate or suggest
narrative,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program
dads,an informal term for a father; probably derived from baby talk
feels,an intuitive awareness;  or
sundae,ice cream served with a topping
wheel,a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)
sudden,happening without warning or in a short space of time
simpler,having few parts; not complex or complicated or involved
unlikely,not likely to be true or to occur or to have occurred
query,an instance of questioning
saturday)—see,unavailable
field,a piece of land cleared of trees and usually enclosed
holds,the act of grasping
makes,a recognizable kind
pies,dish baked in pastry-lined pan often with a pastry top
won,the basic unit of money in South Korea
previously,at an earlier time or formerly
confided,reveal in private; tell confidentially
biting,"to grip, cut off, or tear with or as if with the teeth or jaws"
distinguish,mark as different
specifically,in distinction from others
confides,reveal in private; tell confidentially
etc,unavailable
spoken,express in speech
ungrammatical,not grammatical; not conforming to the rules of grammar or accepted usage
yr,a period of time containing 365 (or 366) days
author,writes (books or stories or articles or the like) professionally (for pay)
opportunity,a possibility due to a favorable combination of circumstances
recast,"cast again, in a different role"
hyphen,a punctuation mark (-) used between parts of a compound word or between the syllables of a word when the word is divided at the end of a line of text
stet,"printing: cancel, as of a correction or deletion"
odd,not divisible by two
important,of great significance or value
bully,a cruel and brutal fellow
clarify,make clear and (more) comprehensible
rat,any of various long-tailed rodents similar to but larger than a mouse
beatings,the act of overcoming or outdoing
refuses,food that is discarded (as from a kitchen)
cross,a wooden structure consisting of an upright post with a transverse piece
purposes,an anticipated outcome that is intended or that guides your planned actions
resolved,bring to an end; settle conclusively
children,a young person of either sex
credibility,the quality of being believable or trustworthy
uniform,clothing of distinctive design worn by members of a particular group as a means of identification
navy,an organization of military vessels belonging to a country and available for sea warfare
pleated,pleat or gather into a ruffle
blouse,a top worn by women
matching,"be compatible, similar or consistent; coincide in their characteristics"
sweater,a crocheted or knitted garment covering the upper part of the body
scuff,a slipper that has no fitting around the heel
relate,make a logical or causal connection
convo,unavailable
formula,a group of symbols that make a mathematical statement
chapter,a subdivision of a written work; usually numbered and titled
title,a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with
scene,the place where some action occurs
heighten,become more extreme
scary,provoking fear terror
community,a group of people living in a particular local area
graduation,the successful completion of a program of study
repetition,an event that repeats
repetitive,repetitive and persistent
separated,act as a barrier between; stand between
calculations,the procedure of calculating; determining something by mathematical or logical methods
scottish,the dialect of English used in Scotland
invite,a colloquial expression for invitation
phrase,an expression consisting of one or more words forming a grammatical constituent of a sentence
reliable,worthy of reliance or trust
checking,"examine so as to determine accuracy, quality, or condition"
spelling,forming words with letters according to the principles underlying accepted usage
au,a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia
references,a remark that calls attention to something or someone
traditions,an inherited pattern of thought or action
poem,a composition written in metrical feet forming rhythmical lines
plenty,a full supply
chores,a specific piece of work required to be done as a duty or for a specific fee
kids,a young person of either sex
goes,a time for working (after which you will be relieved by someone else)
example,an item of information that is typical of a class or group
web,an intricate network suggesting something that was formed by weaving or interweaving
quotes,a punctuation mark used to attribute the enclosed text to someone else
k,the basic unit of thermodynamic temperature adopted under the Systeme International d'Unites
karlmarx379210.html,unavailable
ebchecked,unavailable
☺,unavailable
ce158,unavailable
slush,partially melted snow
dickcontinocdslistofsongs.htm,unavailable
ce144,unavailable
winded,"to move or cause to move in a sinuous, spiral, or circular course"
fluffy,like down or as soft as down
wdb,unavailable
pub,tavern consisting of a building with a bar and public rooms; often provides light meals
hsi,unavailable
hsi-055.pdf,unavailable
battle,a hostile meeting of opposing military forces in the course of a war
immigrants,a person who comes to a country where they were not born in order to settle there
eastern,lying toward or situated in the east
european,a native or inhabitant of Europe
court,an assembly (including one or more judges) to conduct judicial business
reeds,tall woody perennial grasses with hollow slender stems especially of the genera Arundo and Phragmites
bushes,a low woody perennial plant usually having several major stems
leafless,having no leaves
add,a condition (mostly in boys) characterized by behavioral and learning disorders
affected,have an effect upon
health,a healthy state of wellbeing free from disease
=,unavailable
downers%20grove&state,unavailable
il&zipcode=60515,unavailable
booming,"make a resonant sound, like artillery"
serial?id,unavailable
milo,small drought-resistant sorghums having large yellow or whitish grains
radulovich.html,unavailable
aired,expose to fresh air
reinstatement,the condition of being reinstated
houseandgarden,unavailable
healed,heal or recover
consider,deem to be
touch,the event of something coming in contact with the body
matches,lighter consisting of a thin piece of wood or cardboard tipped with combustible chemical; ignites with friction
hesitated,pause or hold back in uncertainty or unwillingness
similar,marked by correspondence or resemblance
apologizes,acknowledge faults or shortcomings or failing
refusing,show unwillingness towards
offer,the verbal act of offering
et,unavailable
organic,a fertilizer that is derived from animal or vegetable matter
pork,meat from a domestic hog or pig
variations,an instance of change; the rate or magnitude of change
freedom,the condition of being free; the power to act or speak or think without externally imposed restraints
resulted,"issue or terminate (in a specified way, state, etc.); end"
defaced,mar or spoil the appearance of
crowd,a large number of things or people considered together
source,"the place where something begins, where it springs into being"
numerous,amounting to a large indefinite number
sources,"the place where something begins, where it springs into being"
bacon,back and sides of a hog salted and dried or smoked; usually sliced thin and fried
speech,the act of delivering a formal spoken communication to an audience
behavior,manner of acting or controlling yourself
recent,"approximately the last 10,000 years"
predawn,unavailable
brief,a document stating the facts and points of law of a client's case
distinction,a discrimination between things as different and distinct
styled,designate by an identifying term
jeep,a car suitable for traveling over rough terrain
blown,exhale hard
abandoned,"forsake, leave behind"
dread,fearful expectation or anticipation
bark,tough protective covering of the woody stems and roots of trees and other woody plants
jumble,a confused multitude of things
bikes,a motor vehicle with two wheels and a strong frame
waking,the state of remaining awake
wire,ligament made of metal and used to fasten things or make cages or fences etc
rescue,recovery or preservation from loss or danger
obediently,in an obedient manner
fat,a soft greasy substance occurring in organic tissue and consisting of a mixture of lipids (mostly triglycerides)
christened,administer baptism to
names,verbal abuse; a crude substitute for argument
sympathy,an inclination to support or be loyal to or to agree with an opinion
details,true confidential information
subscription,a payment for consecutive issues of a newspaper or magazine for a given period of time
addresses,(computer science) the code that identifies where a piece of information is stored
screen,a white or silvered surface where pictures can be projected for viewing
exact,claim as due or just
memorized,commit to memory; learn by heart
chanting,the act of singing in a monotonous tone
kneeling,supporting yourself on your knees
list,a database containing an ordered array of items (names or topics)
sections,a self-contained part of a larger composition (written or musical)
twisted,"to move in a twisting or contorted motion, (especially when struggling)"
wimple,headdress of cloth; worn over the head and around the neck and ears by medieval women
saucer,something with a round shape resembling a flat circular plate
divided,separate into parts or portions
prayer,the act of communicating with a deity (especially as a petition or in adoration or contrition or thanksgiving)
turtle,a sweater or jersey with a high close-fitting collar
coin,a flat metal piece (usually a disc) used as money
shell,ammunition consisting of a cylindrical metal casing containing an explosive charge and a projectile; fired from a large gun
construction,the act of constructing something
cobblestone,rectangular paving stone with curved top; once used to make roads
hopscotch,a game in which a child tosses a stone into an area drawn on the ground and then hops through it and back to regain the stone
bowing,bending the head or body or knee as a sign of reverence or submission or shame or greeting
blankly,without expression; in a blank manner
sentenced,pronounce a sentence on (somebody) in a court of law
trial,the act of testing something
puzzled,be a mystery or bewildering to
angles,the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians
jutted,extend out or project in space
sham,something that is a counterfeit; not what it seems to be
tortured,torment emotionally or mentally
jerked,"pull, or move with a sudden movement"
slippery,causing or tending to cause things to slip or slide
prison,a correctional institution where persons are confined while on trial or for punishment
complete,come or bring to a finish or an end
leader,a person who rules or guides or inspires others
convicted,find or declare guilty
spying,keeping a secret or furtive watch
announcement,a formal public statement
tag,"a label written or printed on paper, cardboard, or plastic that is attached to something to indicate its owner, nature, price, etc."
notebooks,a book with blank pages for recording notes or memoranda
alike,having the same or similar characteristics
chalkboard,sheet of slate; for writing with chalk
twin,either of two offspring born at the same time from the same pregnancy
handsome,pleasing in appearance especially by reason of conformity to ideals of form and proportion; ; ; ; - Thackeray; - Lillian Hellman
slug,a projectile that is fired from a gun
reviewing,look at again; examine again
hysterically,in a hysterical manner
comic,a professional performer who tells jokes and performs comical acts
selected,"pick out, select, or choose from a number of alternatives"
composition,the spatial property resulting from the arrangement of parts in relation to each other and to the whole
swore,utter obscenities or profanities
nightmares,a situation resembling a terrifying dream
accident,an unfortunate mishap; especially one causing damage or injury
gasp,a short labored intake of breath with the mouth open
fractions,a component of a mixture that has been separated by a fractional process
aw,unavailable
talker,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)
desk,a piece of furniture with a writing surface and usually drawers or other compartments
pepper,climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam
writing,the act of creating written works
snickered,laugh quietly
resemblance,similarity in appearance or external or superficial details
approval,the formal act of approving
wildly,to an extreme or greatly exaggerated degree
chalk,a soft whitish calcite
ribs,support resembling the rib of an animal
elbowed,push one's way with the elbows
bell,a hollow device made of metal that makes a ringing sound when struck
nudging,to push against gently
signaled,communicate silently and non-verbally by signals or signs
gum,a preparation (usually made of sweetened chicle) for chewing
owner,(law) someone who owns (is legal possessor of) a business
previous,just preceding something else in time or order
blind,"people who have severe visual impairments, considered as a group"
stole,a wide scarf worn about their shoulders by women
dying,the time when something ends
lapsed,pass into a specified state or condition
fter,unavailable
tiles,a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces
flash,a sudden intense burst of radiant energy
loot,goods or money obtained illegally
vase,an open jar of glass or porcelain used as an ornament or to hold flowers
lash,any of the short curved hairs that grow from the edges of the eyelids
villains,a wicked or evil person; someone who does evil deliberately
ears,the sense organ for hearing and equilibrium
scratched,cause friction
yo,unavailable
cowering,crouch or curl up
braced,prepare (oneself) for something unpleasant or difficult
hits,(baseball) a successful stroke in an athletic contest (especially in baseball)
honestly,(used as intensives reflecting the speaker's attitude) it is sincerely the case that
flushed,"turn red, as if in embarrassment or shame"
shaking,the act of causing something to move up and down (or back and forth) with quick movements
shake,building material used as siding or roofing
cents,a fractional monetary unit of several countries
bakery,a workplace where baked goods (breads and cakes and pastries) are produced or sold
shone,be bright by reflecting or casting light
eagerly,with eagerness; in an eager manner
skinned,"climb awkwardly, as if by scrambling"
bigger,large or big relative to something else
supermarket,a large self-service grocery store selling groceries and dairy products and household goods
recently,in the recent past
