Word,Synonyms
cloud,"cloud, swarm, overcast, obscure, befog, becloud, obnubilate, haze over, fog, mist, defile, sully, corrupt, taint, mottle, dapple"
repeat,"repeat, repetition, reiterate, ingeminate, iterate, restate, retell, duplicate, reduplicate, double, replicate, recur, echo, take over, reprise, reprize, recapitulate"
promised,"promise, assure, predict, foretell, prognosticate, call, forebode, anticipate"
fail,"fail, neglect, go wrong, miscarry, betray, go bad, give way, die, give out, conk out, go, break, break down, flunk, bomb, flush it, run out"
planned,"plan, be after, project, contrive, design, planned, aforethought, plotted"
sympathy,"sympathy, understanding, fellow feeling"
preview,"preview, prevue, trailer"
honeymoon,honeymoon
spit,"spit, tongue, saliva, spittle, spitting, expectoration, ptyalize, ptyalise, spew, spue, spit out, sprinkle, spatter, patter, pitter-patter, skewer"
peanut,"peanut, peanut vine, Arachis hypogaea, earthnut, goober, goober pea, groundnut, monkey nut, insignificant"
butter,butter
jelly,"gelatin, jelly, jellify"
wedding,"wedding, wedding ceremony, nuptials, hymeneals, marriage, marriage ceremony, wedding party, marry, get married, wed, conjoin, hook up with, get hitched with, espouse, tie, splice"
flair,"flair, genius, dash, elan, panache, style, flare"
flat,"flat, flatcar, flatbed, flat tire, apartment, level, plane, categoric, categorical, unconditional, prostrate, compressed, bland, flavorless, flavourless, insipid, savorless, savourless, vapid, monotone, monotonic, monotonous, two-dimensional, 2-dimensional, mat, matt, matte, matted, directly, straight"
particular,"particular, specific, detail, item, particular proposition, peculiar, special, especial, exceptional, finical, finicky, fussy, picky"
blinded,"blind, dim, blinded"
grease,"grease, lubricating oil, dirt, filth, grime, soil, stain, grunge"
dirt,"soil, dirt, filth, grime, stain, grease, grunge, crap, shit, shite, poop, turd, scandal, malicious gossip, ungraded"
endearment,endearment
swoon,"faint, swoon, syncope, deliquium, conk, pass out"
whipped,"flog, welt, whip, lather, lash, slash, strap, trounce, worst, pip, mop up, rack up, whisk, blister, scald"
cream,"cream, pick, ointment, emollient, bat, clobber, drub, thrash, lick, skim, skim off, cream off"
sprinkles,"jimmies, sprinkles, scattering, sprinkle, sprinkling, sparge, scatter, dot, dust, disperse, splash, splosh, spit, spatter, patter, pitter-patter, besprinkle"
castor,"Castor, Alpha Geminorum, caster, castor, beaver, genus Castor"
oil,"oil, oil color, oil colour, petroleum, crude oil, crude, rock oil, fossil oil, vegetable oil, anoint, inunct, anele, embrocate"
grin,"smile, smiling, grin, grinning"
actual,"actual, existent, genuine, literal, real, factual"
involve,"involve, affect, regard, imply, necessitate, ask, postulate, need, require, take, call for, demand"
forgotten,"forget, bury, block, blank out, draw a blank, leave, disregarded, forgotten"
excitement,"exhilaration, excitement, excitation, inflammation, fervor, fervour, agitation, turmoil, upheaval, hullabaloo"
thrill,"bang, boot, charge, rush, flush, thrill, kick, frisson, shiver, chill, quiver, shudder, tingle, tickle, vibrate, throb, exhilarate, tickle pink, inebriate, exalt, beatify"
gentleman,"gentleman, valet, valet de chambre, gentleman's gentleman, man"
mopped,"wipe up, mop up, mop, pout, mow"
mess,"mess, messiness, muss, mussiness, fix, hole, jam, muddle, pickle, kettle of fish, mess hall, batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, mess up"
totally,"wholly, entirely, completely, totally, all, altogether, whole"
grossed,gross
date,"date, day of the month, escort, appointment, engagement, particular date, date stamp, go steady, go out, see"
soggy,"boggy, marshy, miry, mucky, muddy, quaggy, sloppy, sloughy, soggy, squashy, swampy, waterlogged, doughy, inert, sluggish, torpid"
napkins,"napkin, table napkin, serviette, diaper, nappy"
wants,"privation, want, deprivation, neediness, lack, deficiency, need, wish, wishing, desire, require"
partner,"spouse, partner, married person, mate, better half, collaborator, cooperator, pardner"
giggled,"giggle, titter"
photo,"photograph, photo, exposure, picture, pic"
reassure,"reassure, assure"
explosions,"explosion, detonation, blowup, burst, plosion"
occasion,"juncture, occasion, affair, social occasion, function, social function"
bomb,"bomb, bomb calorimeter, turkey, dud, bombard, fail, flunk, flush it"
harm,"injury, hurt, harm, trauma, damage, impairment, scathe"
visible,"visible, seeable"
clearly,"clearly, intelligibly, understandably, distinctly, clear"
dad,"dad, dada, daddy, pa, papa, pappa, pop"
yearbook,"yearbook, annual, yearly"
considered,"see, consider, reckon, view, regard, study, take, deal, look at, count, weigh, debate, moot, turn over, deliberate, think, believe, conceive, considered"
hoped,"hope, trust, desire, go for, hop, skip, hop-skip"
sleeping,"sleeping, quiescence, quiescency, dormancy, sleep, kip, slumber, log Z's, catch some Z's, dormant"
wreck,"wreck, shipwreck, crash, bust up, wrack"
steal,"bargain, buy, steal, slip"
famous,"celebrated, famed, far-famed, famous, illustrious, notable, noted, renowned"
argue,"argue, reason, contend, debate, fence, indicate"
dent,"dent, incision, scratch, prick, slit, ding, gouge, nick, indent"
seconds,"second, sec, s, moment, mo, minute, bit, second base, instant, arcsecond, secondment, endorsement, indorsement, second gear, irregular, back, endorse, indorse"
egging,egg
stoop,"stoop, stoup, stoep, crouch, bend, bow, condescend, lower oneself"
winding,"wind, winding, twist, weave, thread, meander, wander, curve, wrap, roll, twine, scent, nose, wind up, wreathe, hoist, lift, tortuous, twisting, twisty, voluminous, meandering, rambling, wandering"
ballot,"ballot, vote, voting, balloting"
sample,"sample, sample distribution, sampling, try, try out, taste"
mimeographing,"mimeograph, mimeo"
lots,"tons, dozens, heaps, lots, piles, scores, stacks, loads, rafts, slews, wads, oodles, gobs, scads, lashings, batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, set, circle, band, fortune, destiny, fate, luck, circumstances, portion, draw, bunch, caboodle, Lot, distribute, administer, mete out, parcel out, dispense, shell out, deal out, dish out, allot, dole out, a lot, a good deal, a great deal, much, very much"
clasped,"clasp, brooch, buckle"
warmth,"heat, warmth, warmheartedness, warmness, passion, affectionateness, fondness, lovingness"
pleasure,"pleasure, pleasance, joy, delight"
rid,"rid, free, disembarrass"
lately,"recently, late, lately, of late, latterly"
sad,"sad, deplorable, distressing, lamentable, pitiful, sorry"
cheered,"cheer, hearten, recreate, embolden, cheer up, jolly along, jolly up, chirk up, root on, inspire, urge, barrack, urge on, exhort, pep up"
lose,"lose, misplace, mislay, turn a loss, fall back, drop off, fall behind, recede, miss, suffer"
lost,"doomed, lost, lose, misplace, mislay, turn a loss, fall back, drop off, fall behind, recede, miss, suffer, confused, disoriented, missed, bemused, deep in thought, preoccupied, baffled, befuddled, bewildered, confounded, mazed, mixed-up, at sea, helpless"
flower,"flower, bloom, blossom, prime, peak, heyday, efflorescence, flush"
irritated,"annoy, rag, get to, bother, get at, irritate, rile, nark, nettle, gravel, vex, chafe, devil, annoyed, irritated, miffed, nettled, peeved, pissed, pissed off, riled, roiled, steamed, stung"
tiniest,"bantam, diminutive, lilliputian, midget, petite, tiny, flyspeck"
muffins,"muffin, gem"
couch,"sofa, couch, lounge, frame, redact, cast, put"
gesturing,"gesticulate, gesture, motion"
normal,"convention, normal, pattern, rule, formula"
broke,"interrupt, break, separate, split up, fall apart, come apart, bust, transgress, offend, infract, violate, go against, breach, break out, break away, burst, erupt, break off, discontinue, stop, break in, better, unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, give away, let out, fail, go bad, give way, die, give out, conk out, go, break down, dampen, damp, soften, weaken, part, split, break up, demote, bump, relegate, kick downstairs, bankrupt, ruin, smash, collapse, fall in, cave in, give, founder, break dance, break-dance, wear, wear out, snap off, get out, get around, pause, intermit, recrudesce, develop, crack, check, fracture, broke, skint, stone-broke, stony-broke"
yellow,"yellow, yellowness, yellowish, xanthous, chicken, chickenhearted, lily-livered, white-livered, yellow-bellied, yellowed, scandalmongering, sensationalistic, jaundiced, icteric"
choked,"choke, gag, fret, scrag, strangle, suffocate, clog, choke off, clog up, back up, congest, foul, stifle, asphyxiate, die, decease, perish, go, exit, pass away, expire, pass, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, croak, snuff it, throttle, choked, clogged"
burnt,"burn, fire, burn down, glow, combust, bite, sting, incinerate, cauterize, cauterise, sunburn, cut, burn off, burn up, burned, burnt, burned-over, burned-out, burnt-out"
broken,"interrupt, break, separate, split up, fall apart, come apart, bust, transgress, offend, infract, violate, go against, breach, break out, break away, burst, erupt, break off, discontinue, stop, break in, better, unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, give away, let out, fail, go bad, give way, die, give out, conk out, go, break down, dampen, damp, soften, weaken, part, split, break up, demote, bump, relegate, kick downstairs, bankrupt, ruin, smash, collapse, fall in, cave in, give, founder, break dance, break-dance, wear, wear out, snap off, get out, get around, pause, intermit, recrudesce, develop, crack, check, fracture, broken, crushed, humbled, humiliated, low, unkept, broken in, rugged, confused, disordered, upset, wiped out, impoverished, busted"
grateful,"grateful, thankful"
led,"light-emitting diode, LED, lead, take, direct, conduct, guide, leave, result, head, run, go, pass, extend, top, contribute, conduce, precede, moderate, chair"
glared,"glower, glare"
introduce,"introduce, present, acquaint, innovate, insert, enclose, inclose, stick in, put in, bring in, infix, enter, bring out, precede, preface, premise, inaugurate, usher in"
sip,sip
wrinkled,"purse, wrinkle, ruckle, crease, crinkle, scrunch, scrunch up, crisp, furrow, rumple, crumple, wrinkled, wrinkly, unironed"
smoke,"smoke, fume, smoking, roll of tobacco, pot, grass, green goddess, dope, weed, gage, sess, sens, skunk, locoweed, Mary Jane, fastball, heater, hummer, bullet"
wafted,waft
forgetting,"forget, bury, block, blank out, draw a blank, leave"
handsome,"fine-looking, good-looking, better-looking, handsome, well-favored, well-favoured, big, bighearted, bounteous, bountiful, freehanded, giving, liberal, openhanded"
citizens,citizen
commie,"communist, commie"
flowed,"flow, flux, run, feed, course, hang, fall, menstruate"
pi,"pi, private detective, PI, private eye, private investigator, operative, shamus, sherlock, principal investigator, protease inhibitor"
stump,"stump, tree stump, dais, podium, pulpit, rostrum, ambo, soapbox, mix up, stomp, stamp"
damage,"damage, harm, impairment, equipment casualty, hurt, scathe, price, terms, wrong, legal injury"
mustache,"mustache, moustache"
sucked,"suck, suck in, fellate, blow, go down on, absorb, imbibe, soak up, sop up, suck up, draw, take in, take up, breastfeed, suckle, nurse, wet-nurse, lactate, give suck"
backyard,backyard
covered,"cover, spread over, continue, extend, treat, handle, plow, deal, address, embrace, encompass, comprehend, traverse, track, cross, pass over, get over, get across, cut through, cut across, report, cover up, insure, underwrite, compensate, overcompensate, shroud, enshroud, hide, breed, overlay, brood, hatch, incubate, wrap up, covered"
+,
factored,"factor, factor in, factor out"
juice,"juice, succus"
=,
corrected,"correct, rectify, right, compensate, redress, chastise, castigate, objurgate, chasten, counterbalance, make up, even out, even off, even up, discipline, sort out, decline, slump, adjust, set, corrected"
filling,"filling, fill, woof, weft, pick, fill up, make full, occupy, take, meet, satisfy, fulfill, fulfil, satiate, sate, replete"
correctly,"correctly, right, aright"
correct,"correct, rectify, right, compensate, redress, chastise, castigate, objurgate, chasten, counterbalance, make up, even out, even off, even up, discipline, sort out, decline, slump, adjust, set"
embarrassed,"embarrass, abash, obstruct, blockade, block, hinder, stymie, stymy, abashed, chagrined, embarrassed, humiliated, mortified"
haircut,haircut
strange,"strange, unusual, unknown, foreign"
addition,"addition, add-on, improver, increase, gain, accession, summation, plus"
equation,"equation, equality, equivalence, par, equating"
factor,"factor, component, constituent, element, ingredient, divisor, agent, broker, gene, cistron, factor in, factor out"
nonstop,"nonstop flight, nonstop, around-the-clock, day-and-night, round-the-clock"
cheat,"darnel, tare, bearded darnel, cheat, Lolium temulentum, chess, Bromus secalinus, deceiver, cheater, trickster, beguiler, slicker, swindle, rig, cheating, rip off, chisel, chouse, shaft, screw, chicane, jockey, cheat on, cuckold, betray, wander"
aunt,"aunt, auntie, aunty"
bedroom,"bedroom, sleeping room, sleeping accommodation, chamber, bedchamber"
dream,"dream, dreaming, ambition, aspiration, pipe dream, daydream, woolgather, stargaze"
force,"force, forcefulness, strength, personnel, military unit, military force, military group, violence, power, effect, force out, force-out, force play, coerce, hale, squeeze, pressure, impel, push, thrust, wedge, drive, ram, pull, draw, storm"
crashing,"crash, ram, break up, break apart, barge in, gate-crash, dash, go down, doss, doss down, bally, blinking, bloody, blooming, crashing, flaming, fucking"
tiaras,tiara
diamond,"diamond, adamant, rhombus, rhomb, baseball diamond, infield, ball field, baseball field"
makeup,"makeup, make-up, war paint, constitution, composition, physical composition"
bricks,brick
exploding,"explode, detonate, blow up, set off, burst, burst forth, break loose, irrupt"
results,"consequence, effect, outcome, result, event, issue, upshot, solution, answer, resolution, solvent, resultant, final result, termination, resultant role, ensue, leave, lead"
rouge,"rouge, paint, blusher"
cheeks,"cheek, impudence, impertinence, buttock, boldness, nerve, brass, face"
fourths,"fourth, one-fourth, one-quarter, quarter, fourth part, twenty-five percent, quartern"
certainly,"surely, certainly, sure, for sure, for certain, sure enough, sure as shooting"
repaid,"refund, return, repay, give back, requite, reward, pay back, retort, come back, riposte, rejoin"
scraping,"scraping, scrape, scratch, scratching, grate, scratch up, kowtow, genuflect, scrape up, come up, skin, trash, junk, scrap, quarrel, dispute, argufy, altercate"
garbage,"garbage, refuse, food waste, scraps, drivel"
lied,"lied, lie, dwell, consist, lie in, rest, lie down"
joy,"joy, joyousness, joyfulness, delight, pleasure, rejoice, gladden"
appointed,"appoint, name, nominate, constitute, charge, appointive, appointed, decreed, ordained, prescribed"
x2,
sidewalk,"sidewalk, pavement"
awkwardly,awkwardly
installed,"install, instal, put in, set up, establish"
pack,"battalion, large number, multitude, plurality, pack, gang, ring, mob, clique, coterie, ingroup, inner circle, camp, face pack, bundle, wad, compact, carry, take, throng, pile, jam, backpack, tamp down, tamp, load down"
lion,"lion, king of beasts, Panthera leo, social lion, Leo, Lion, Leo the Lion"
alpha,alpha
sipping,sip
limp,"hitch, hobble, limp, gimp, wilted"
slight,"rebuff, slight, cold-shoulder, little, flimsy, fragile, tenuous, thin, slender, slim, svelte"
rain,"rain, rainfall, rainwater, pelting, rain down"
glancing,"glance, peek, glint"
officers,"military officer, officer, officeholder, policeman, police officer, ship's officer"
streak,"streak, run, stripe, bar, mottle, blotch"
hatred,"hate, hatred"
blazed,"blaze, blaze away, blaze out"
aware,"aware, cognizant, cognisant, mindful"
hip,"hip, pelvis, pelvic girdle, pelvic arch, hip joint, coxa, articulatio coxae, rose hip, rosehip, hep, hip to"
rubbing,"friction, rubbing, detrition, rub, fray, fret, chafe, scratch, itch"
slunk,slink
roared,"roar, howl, thunder, ululate, wail, yawl, yaup, bellow"
deserved,"deserve, merit, merited, deserved"
recent,"Holocene, Holocene epoch, Recent, Recent epoch, recent, late"
involving,"involve, affect, regard, imply, necessitate, ask, postulate, need, require, take, call for, demand"
stronger,"strong, potent, stiff, impregnable, inviolable, secure, unassailable, unattackable, solid, substantial, hard, warm, firm"
files,"file, data file, single file, Indian file, file cabinet, filing cabinet, register, charge, lodge, file away"
check,"check, bank check, cheque, assay, chit, tab, arrest, halt, hitch, stay, stop, stoppage, confirmation, verification, substantiation, checkout, check-out procedure, check mark, tick, hindrance, hinderance, deterrent, impediment, balk, baulk, handicap, chip, bridle, curb, check up on, look into, check out, suss out, check over, go over, check into, see, insure, see to it, ensure, control, ascertain, assure, hold in, hold, contain, moderate, check off, mark, mark off, tick off, retard, delay, match, fit, correspond, jibe, gibe, tally, agree, discipline, train, condition, checker, chequer, turn back, hold back, determine, find out, watch, learn, chink, crack, break"
barked,"bark, skin"
fingertips,fingertip
unlocked,"unlock, unbarred, unbolted, unlatched, unlocked, unsecured"
protest,"protest, protestation, objection, dissent, resist"
knocking,"knock, knocking, strike hard, bump, tap, rap, pink, ping, criticize, criticise, pick apart"
lawn,lawn
initials,initial
property,"property, belongings, holding, place, attribute, dimension, prop"
poor,"poor people, poor, hapless, miserable, misfortunate, pathetic, piteous, pitiable, pitiful, wretched, inadequate, short"
accused,"accused, accuse, impeach, incriminate, criminate, charge"
spelled,"spell, spell out, import, write"
truck,"truck, motortruck, hand truck"
stored,"store, hive away, lay in, put in, salt away, stack away, stash away"
hospital,"hospital, infirmary"
mute,"mute, deaf-mute, deaf-and-dumb person, muffle, dull, damp, dampen, tone down, tongueless, unspoken, wordless, dumb, silent"
stirred,"stir, shift, budge, agitate, stimulate, excite, shake, shake up, touch, raise, conjure, conjure up, invoke, evoke, call down, arouse, bring up, put forward, call forth, moved, affected, stirred, touched, stimulated, stirred up, aroused"
gain,"addition, increase, gain, profit, amplification, derive, acquire, win, benefit, reach, make, attain, hit, arrive at, advance, pull ahead, make headway, get ahead, gain ground, gather, take in, clear, earn, realize, realise, pull in, bring in, put on"
clumsy,"gawky, clumsy, clunky, ungainly, unwieldy, awkward, cumbersome, inapt, inept, ill-chosen, bunglesome, bungling, fumbling, incompetent"
leg,"leg, branch, ramification, peg, wooden leg, pegleg, stage"
army,"army, regular army, ground forces, United States Army, US Army, U. S. Army, Army, USA"
passive,"passive voice, passive, inactive, peaceful"
hated,"hate, detest, hat, despised, detested, hated, scorned"
disconnected,"unplug, disconnect, staccato, disconnected, disunited, fragmented, split, abrupt, confused, disjointed, disordered, garbled, illogical, scattered, unconnected"
cute,"cunning, cute, precious"
sidekick,"buddy, brother, chum, crony, pal, sidekick"
locker,"cabinet, locker, storage locker, footlocker"
vicious,"barbarous, brutal, cruel, fell, roughshod, savage, vicious, evil, condemnable, criminal, deplorable, reprehensible, poisonous, venomous"
spats,"bicker, bickering, spat, tiff, squabble, pettifoggery, fuss, gaiter, applaud, clap, acclaim"
actually”—i,
dive,"honkytonk, dive, diving, nose dive, nosedive, prima donna, diva, plunge, plunk"
crime,"crime, offense, criminal offense, criminal offence, offence, law-breaking"
wallflower,"wallflower, Cheiranthus cheiri, Erysimum cheiri"
sharing,"sharing, communion, share-out, share, partake, partake in, divvy up, portion out, apportion, deal"
listens,"listen, hear, take heed, heed, mind"
evidence,"evidence, grounds, attest, certify, manifest, demonstrate, testify, bear witness, prove, show, tell"
deserves,"deserve, merit"
charge,"charge, complaint, electric charge, care, tutelage, guardianship, mission, commission, cathexis, bang, boot, rush, flush, thrill, kick, billing, direction, accusation, bearing, heraldic bearing, armorial bearing, burster, bursting charge, explosive charge, bear down, accuse, bill, tear, shoot, shoot down, buck, appoint, lodge, file, commit, institutionalize, institutionalise, send, consign, agitate, rouse, turn on, commove, excite, charge up, load, level, point, saddle, burden, blame"
marching,"march, marching, process, demonstrate, parade, exhibit, border, adjoin, edge, abut, butt, butt against, butt on"
junior,"junior, Junior, Jr, Jnr, third-year, next-to-last"
highs,"high, heights, senior high school, senior high, highschool, high school, high gear"
major,"major, Major, John Major, John R. Major, John Roy Major"
sound,"sound, auditory sensation, audio, phone, speech sound, strait, go, voice, vocalize, vocalise, fathom, healthy, intelligent, levelheaded, level-headed, good, reasoned, well-grounded, legal, effectual, heavy, profound, wakeless"
surprise,"surprise, surprisal, storm"
reverse,"reverse, contrary, opposite, reverse gear, reversal, setback, blow, black eye, verso, reversion, turnabout, turnaround, change by reversal, turn, turn back, invert, overrule, overturn, override, overthrow, revoke, annul, lift, countermand, repeal, rescind, vacate, rearward, inverse"
protesters,"dissenter, dissident, protester, objector, contestant, demonstrator"
mixing,"mix, commixture, admixture, mixture, intermixture, mixing, blend, flux, conflate, commingle, immix, fuse, coalesce, meld, combine, merge, desegregate, integrate, mix in, mingle, commix, unify, amalgamate, shuffle, ruffle"
politics,"politics, political relation, political science, government, political sympathies"
received,"receive, have, get, find, obtain, incur, pick up, experience, take in, invite, welcome, meet, encounter, standard, received"
huh,
downtown,"business district, downtown"
hearts,"hearts, Black Maria, heart, bosom, pump, ticker, mettle, nerve, spunk, center, centre, middle, eye, kernel, substance, core, essence, gist, heart and soul, inwardness, marrow, meat, nub, pith, sum, nitty-gritty, spirit, affection, affectionateness, fondness, tenderness, warmness, warmheartedness, philia"
purged,"purge, purify, sanctify, flush, scour, vomit, vomit up, cast, sick, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up"
flag,"flag, masthead, iris, fleur-de-lis, sword lily, signal flag, pin, flagstone, sag, droop, swag, ease up, ease off, slacken off"
seal,"sealing wax, seal, stamp, sealskin, Navy SEAL, SEAL, cachet, seal of approval, seal off, varnish"
foot,"foot, human foot, pes, ft, animal foot, foundation, base, fundament, groundwork, substructure, understructure, invertebrate foot, infantry, metrical foot, metrical unit, pick, leg it, hoof, hoof it, foot up"
raise,"raise, rise, wage hike, hike, wage increase, salary increase, ascent, acclivity, climb, upgrade, lift, heave, elevate, get up, bring up, grow, farm, produce, rear, nurture, parent, conjure, conjure up, invoke, evoke, stir, call down, arouse, put forward, call forth, erect, set up, put up, elicit, enkindle, kindle, fire, provoke, enhance, heighten, promote, advance, kick upstairs, leaven, prove, recruit, levy, resurrect, upraise"
steady,"sweetheart, sweetie, steady, truelove, calm, becalm, brace, stabilize, stabilise, firm, unfluctuating, steadfast, stiff, unbendable, unfaltering, unshakable, unwavering, regular, steadily"
determination,"determination, finding, purpose, decision, conclusion"
blocked,"barricade, block, blockade, stop, block off, block up, bar, obstruct, hinder, stymie, stymy, embarrass, halt, kibosh, jam, stuff, lug, choke up, obturate, impede, occlude, close up, parry, deflect, forget, blank out, draw a blank, freeze, immobilize, immobilise, blocked, out of use, plugged"
streets,street
spring,"spring, springtime, fountain, outflow, outpouring, natural spring, give, springiness, leap, leaping, saltation, bound, bounce, jump, form, take form, take shape, resile, take a hop, rebound, recoil, reverberate, ricochet"
tense,"tense, strain, tense up"
burger,"Burger, Warren Burger, Warren E. Burger, Warren Earl Burger, hamburger, beefburger, burger"
rainy,"showery, rainy"
agent,"agent, factor, broker, federal agent, agentive role"
readers,"reader, subscriber, reviewer, referee, proofreader, lector, lecturer"
encouragement,"encouragement, boost"
mom,"ma, mama, mamma, mom, momma, mommy, mammy, mum, mummy"
comments,"remark, comment, input, commentary, gossip, scuttlebutt, notice, point out, gloss, annotate"
o'clock,o'clock
emergency,"emergency, exigency, pinch, hand brake, emergency brake, parking brake"
acknowledgments,"recognition, acknowledgment, acknowledgement, citation, cite, credit, reference, mention, quotation"
pleasant,pleasant
shop,"shop, store, workshop, shop class, patronize, patronise, shop at, buy at, frequent, sponsor, browse, denounce, tell on, betray, give away, rat, grass, shit, snitch, stag"
staff,"staff, faculty, stave"
fantastic,"antic, fantastic, fantastical, grotesque, grand, howling, marvelous, marvellous, rattling, terrific, tremendous, wonderful, wondrous, wild"
librarians,"librarian, bibliothec"
countless,"countless, infinite, innumerable, innumerous, multitudinous, myriad, numberless, uncounted, unnumberable, unnumbered, unnumerable"
babysitting,"babysitting, baby sitting"
deadline,deadline
household,"family, household, house, home, menage"
quoting,"quote, cite"
query,"question, inquiry, enquiry, query, interrogation"
patience,"patience, forbearance, longanimity, solitaire"
refer,"mention, advert, bring up, cite, name, refer, pertain, relate, concern, come to, bear on, touch, touch on, have-to doe with, consult, look up, denote"
ambiguous,"equivocal, ambiguous"
glimpse,"glance, glimpse, coup d'oeil"
blamed,"blame, fault, find fault, pick, charge, blasted, blamed, blessed, damn, damned, darned, deuced, goddam, goddamn, goddamned, infernal"
conclusions,"decision, determination, conclusion, stopping point, finale, finis, finish, last, close, ending, ratiocination, termination, end, closing"
cheering,"cheering, shouting, cheer, hearten, recreate, embolden, cheer up, jolly along, jolly up, chirk up, root on, inspire, urge, barrack, urge on, exhort, pep up, comforting, satisfying"
swear,"curse, cuss, blaspheme, swear, imprecate, affirm, verify, assert, avow, aver, swan, depose, depone, trust, rely, bank"
endured,"digest, endure, stick out, stomach, bear, stand, tolerate, support, brook, abide, suffer, put up, weather, brave, brave out, survive, last, live, live on, go, hold up, hold out, wear, prevail, persist, die hard, run"
abuse,"maltreatment, ill-treatment, ill-usage, abuse, insult, revilement, contumely, vilification, misuse, mistreat, maltreat, ill-use, step, ill-treat, pervert, clapperclaw, blackguard, shout"
sketchy,"sketchy, unelaborated"
era,"era, epoch, geological era, earned run average, ERA"
state,"state, province, nation, country, land, commonwealth, res publica, body politic, state of matter, Department of State, United States Department of State, State Department, State, DoS, say, tell, submit, put forward, posit, express"
extreme,"extreme, extreme point, extremum, utmost, uttermost"
harassment,"harassment, torment, molestation"
versions,"version, variant, variation, edition, adaptation, translation, interlingual rendition, rendering, interpretation, reading"
daily,"daily, day-to-day, day-by-day, day-after-day, casual, everyday, day by day"
reality,"world, reality, realness, realism"
express,"express, express mail, limited, expressage, show, evince, verbalize, verbalise, utter, give tongue to, carry, convey, state, press out, extract"
gratitude,gratitude
embattled,"embattle, embattled, battlemented, castled, castellated"
silence,"silence, quiet, muteness, secrecy, secretiveness, hush, quieten, still, shut up, hush up"
monkeys,"monkey, imp, scamp, rascal, rapscallion, scalawag, scallywag, tamper, fiddle, putter, mess around, potter, tinker, monkey around, muck about, muck around"
sooner,"Oklahoman, Sooner, sooner, earlier, preferably, rather"
films,"movie, film, picture, moving picture, moving-picture show, motion picture, motion-picture show, picture show, pic, flick, cinema, celluloid, photographic film, plastic film, shoot, take"
prevent,"prevent, forestall, foreclose, preclude, forbid, keep"
learning,"learning, acquisition, eruditeness, erudition, learnedness, scholarship, encyclopedism, encyclopaedism, learn, larn, acquire, hear, get word, get wind, pick up, find out, get a line, discover, see, memorize, memorise, con, study, read, take, teach, instruct, determine, check, ascertain, watch"
warriors,warrior
integrate,"integrate, incorporate, desegregate, mix"
finding,"determination, finding, find, happen, chance, bump, encounter, detect, observe, discover, notice, regain, determine, find out, ascertain, feel, witness, see, line up, get hold, come up, rule, receive, get, obtain, incur, recover, retrieve, find oneself"
view,"position, view, perspective, aspect, prospect, scene, vista, panorama, survey, sight, eyeshot, opinion, sentiment, persuasion, thought, horizon, purview, see, consider, reckon, regard, look at, watch, catch, take in"
offices,"office, business office, agency, federal agency, government agency, bureau, authority, function, part, role, power, office staff, position, post, berth, spot, billet, place, situation"
administrative,administrative
bombs,"bomb, bomb calorimeter, turkey, dud, bombard, fail, flunk, flush it"
struggle,"struggle, battle, conflict, fight, clamber, scramble, shin, shinny, skin, sputter, contend"
contrast,"contrast, direct contrast, line, dividing line, demarcation, counterpoint"
bigotry,"bigotry, dogmatism"
impression,"impression, feeling, belief, notion, opinion, effect, mental picture, picture, depression, imprint, stamp, printing"
sophomore,"sophomore, soph, second-year"
remained,"stay, remain, rest, stay on, continue, persist"
appreciation,"appreciation, grasp, hold, taste, discernment, perceptiveness, admiration"
deepest,"deep, bass, rich, thick, cryptic, cryptical, inscrutable, mysterious, mystifying, abstruse, recondite"
editor,"editor, editor in chief, editor program"
hoses,"hosiery, hose, hosepipe, hose down"
amazing,"amaze, astonish, astound, perplex, vex, stick, get, puzzle, mystify, baffle, beat, pose, bewilder, flummox, stupefy, nonplus, gravel, dumbfound, amazing, astonishing, awe-inspiring, awesome, awful, awing"
outrageous,"hideous, horrid, horrific, outrageous, exorbitant, extortionate, steep, unconscionable, usurious"
city,"city, metropolis, urban center"
wagon,"wagon, waggon, police van, police wagon, paddy wagon, patrol wagon, black Maria, Big Dipper, Dipper, Plough, Charles's Wain, Wain, Wagon, coaster wagon, beach wagon, station wagon, estate car, beach waggon, station waggon"
campaign,"political campaign, campaign, run, cause, crusade, drive, movement, effort, military campaign, hunting expedition, safari, fight, press, push, agitate, take the field"
obvious,obvious
fiction,"fiction, fabrication, fable"
historical,"historical, historic, diachronic"
unavoidable,"ineluctable, inescapable, unavoidable"
eventually,"finally, eventually"
convicted,convict
token,"token, item, keepsake, souvenir, relic, nominal, tokenish"
previous,"previous, old, former, late, premature"
linked,"associate, tie in, relate, link, colligate, link up, connect, tie, join, unite, yoke, coupled, joined, linked"
