Word,Synonyms
magic,"magic, thaumaturgy, magic trick, conjuring trick, trick, legerdemain, conjuration, illusion, deception, charming, magical, sorcerous, witching, wizard, wizardly"
picture,"picture, image, icon, ikon, painting, mental picture, impression, scene, pictorial matter, movie, film, moving picture, moving-picture show, motion picture, motion-picture show, picture show, pic, flick, video, word picture, word-painting, delineation, depiction, characterization, characterisation, photograph, photo, exposure, visualize, visualise, envision, project, fancy, see, figure, depict, render, show"
adjustment,"adjustment, accommodation, fitting, alteration, modification, registration, readjustment, adaptation, adaption, allowance"
final,"final, final examination, final exam, concluding, last, terminal, net"
waiter,"waiter, server"
tray,tray
ups,up
grown,"turn, grow, mature, maturate, originate, arise, rise, develop, uprise, spring up, raise, farm, produce, get, acquire, adult, big, full-grown, fully grown, grown, grownup"
wrapping,"wrapping, wrap, wrapper, swathe, wrap up, wind, roll, twine, envelop, enfold, enwrap, enclose"
gulp,"gulp, draft, draught, swig, gulping, quaff"
ballrooms,"ballroom, dance hall, dance palace"
collided,"clash, jar, collide"
secluded,"seclude, sequester, sequestrate, withdraw, privy, secluded, secret, cloistered, reclusive, sequestered"
measures,"measure, step, quantity, amount, bill, measurement, measuring, mensuration, standard, criterion, touchstone, meter, metre, beat, cadence, bar, measuring stick, measuring rod, mensurate, measure out, quantify, evaluate, valuate, assess, appraise, value"
orchestra,orchestra
instruments,"instrument, tool, pawn, cat's-paw, legal document, legal instrument, official document, instrumental role, musical instrument, instrumentate"
poking,"jab, jabbing, poke, poking, thrust, thrusting, prod, stab, dig, intrude, horn in, pry, nose, thump, pound"
trumpeters,"trumpeter, cornetist, herald, trumpeter swan, Cygnus buccinator"
respond,"react, respond, answer, reply"
kissed,"snog, kiss, buss, osculate"
cheeks,"cheek, impudence, impertinence, buttock, boldness, nerve, brass, face"
paired,"pair, pair off, partner off, couple, match, mate, twin, geminate, copulate, mated, paired, opposite"
fanfare,"ostentation, fanfare, flash, flourish, tucket"
trumpets,"huntsman's horn, huntsman's horns, yellow trumpet, yellow pitcher plant, trumpets, Sarracenia flava, cornet, horn, trumpet, trump"
tuxedo,"dinner jacket, tux, tuxedo, black tie"
rent,"rent, rip, snag, split, tear, economic rent, lease, let, hire, charter, engage, take, rend, rive, pull"
dustpan,"dustpan, dustpanful"
brooms,"broom, heather, ling, Scots heather, Calluna vulgaris, sweep"
descended,"descend, fall, go down, come down, derive, come, condescend, deign, settle"
tinkling,"tinkle, tink, clink, chink, tinkling, tinkly"
links,"links, golf links, link, nexus, linkup, tie, tie-in, connection, connectedness, connexion, liaison, contact, inter-group communication, radio link, data link, associate, tie in, relate, colligate, link up, connect, join, unite, yoke"
cuff,"cuff, turnup, handcuff, handlock, manacle, whomp"
cummerbunds,cummerbund
disco,"disco, disco music, discotheque"
sea,"sea, ocean"
protectively,protectively
fancy,"illusion, fantasy, phantasy, fancy, fondness, partiality, visualize, visualise, envision, project, see, figure, picture, image, go for, take to"
balls,"ball, musket ball, globe, orb, testis, testicle, orchis, ballock, bollock, nut, egg, Ball, Lucille Ball, clod, glob, lump, clump, chunk, formal"
liquid,"liquid, liquidness, liquidity, liquid state, swimming, limpid, melted, liquified, fluent, fluid, smooth"
perfume,"aroma, fragrance, perfume, scent, essence, aromatize, aromatise"
sprayed,spray
massive,"massive, monolithic, monumental"
bowed,"bow, bow down, submit, defer, accede, give in, crouch, stoop, bend, bowed, arced, arched, arching, arciform, arcuate, bandy, bandy-legged, bowleg, bowlegged, bowing"
gray,"gray, grayness, grey, greyness, Gy, Gray, Louis Harold Gray, Thomas Gray, Robert Gray, Asa Gray, greyish, grayish, grey-haired, gray-haired, grey-headed, gray-headed, grizzly, hoar, hoary, white-haired"
smudge,"smudge, spot, blot, daub, smear, smirch, slur, blur, smutch"
gown,"gown, nightgown, nightie, night-robe, nightdress, surgical gown, scrubs, robe"
mascara,mascara
covering,"covering, natural covering, cover, screening, masking, application, coating, spread over, continue, extend, treat, handle, plow, deal, address, embrace, encompass, comprehend, traverse, track, cross, pass over, get over, get across, cut through, cut across, report, cover up, insure, underwrite, compensate, overcompensate, shroud, enshroud, hide, breed, overlay, brood, hatch, incubate, wrap up"
procession,"emanation, rise, procession, progress, progression, advance, advancement, forward motion, onward motion"
arms,"weaponry, arms, implements of war, weapons system, munition, coat of arms, blazon, blazonry, arm, branch, limb, weapon, weapon system, subdivision, sleeve, build up, fortify, gird"
alcove,"alcove, bay"
pale,"picket, pale, blanch, blench, pallid, wan, sick"
wan,"wide area network, WAN, wan, pale, pallid, sick"
shaking,"shaking, shakiness, trembling, quiver, quivering, vibration, palpitation, shake, agitate, didder, judder, rock, sway, stimulate, shake up, excite, stir, shake off, throw off, escape from"
public,"populace, public, world"
weakly,"decrepit, debile, feeble, infirm, rickety, sapless, weak, weakly"
freaked,"freak out, freak, gross out"
brief,"brief, legal brief, abbreviated"
shown,"show, demo, exhibit, present, demonstrate, prove, establish, shew, testify, bear witness, evidence, picture, depict, render, express, evince, indicate, point, designate, show up, read, register, record, usher"
terse,"crisp, curt, laconic, terse"
exchange,"exchange, interchange, central, telephone exchange, rally, substitution, commutation, change, commute, convert, switch over, switch, substitute, replace"
hemmed,hem
bedroom,"bedroom, sleeping room, sleeping accommodation, chamber, bedchamber"
restroom,"public toilet, comfort station, public convenience, convenience, public lavatory, restroom, toilet facility, wash room"
wedding,"wedding, wedding ceremony, nuptials, hymeneals, marriage, marriage ceremony, wedding party, marry, get married, wed, conjoin, hook up with, get hitched with, espouse, tie, splice"
waltzing,"waltz, waltz around"
plead,plead
gripped,"grip, grapple, fascinate, transfix, spellbind"
forehead,"brow, forehead, frontal bone, os frontale"
petticoat,"petticoat, half-slip, underskirt"
high,"high, heights, senior high school, senior high, highschool, high school, high gear, eminent, high-pitched, in high spirits, gamey, gamy, mellow, high up, richly, luxuriously"
heeled,"list, heel, reheel"
shoes,"place, shoes, shoe, horseshoe, brake shoe, skid"
pulling,"pull, pulling, draw, force, attract, pull in, draw in, perpetrate, commit, pull out, get out, take out, overstretch, rend, rip, rive, pluck, tear, deplume, deplumate, displume, extract, pull up, draw out, root for"
curls,"coil, whorl, roll, curl, curlicue, ringlet, gyre, scroll, Curl, Robert Curl, Robert F. Curl, Robert Floyd Curl Jr., lock, curve, kink, curl up, draw in, loop, wave"
updo,
pronouncing,"pronounce, articulate, enounce, sound out, enunciate, say, label, judge"
rich,"rich people, rich, fat, fertile, productive, deep, full-bodied, racy, robust, ample, copious, plenteous, plentiful"
stuffy,"airless, close, stuffy, unaired, stodgy"
dresses,"dress, frock, attire, garb, apparel, wearing apparel, clothes, get dressed, clothe, enclothe, raiment, tog, garment, habilitate, fit out, dress up, preen, primp, plume, dress out, line up, trim, garnish, decorate, snip, clip, crop, lop, prune, cut back, groom, curry, arrange, set, do, coif, coiffe, coiffure"
patch,"spot, speckle, dapple, patch, fleck, maculation, plot, plot of land, plot of ground, while, piece, spell, temporary hookup, mend, darn, eyepatch, bandage, patch up"
erased,"erase, wipe out, rub out, score out, efface, wipe off, delete"
signs,"sign, mark, signal, signaling, signboard, sign of the zodiac, star sign, mansion, house, planetary house, polarity, augury, foretoken, preindication, subscribe, ratify, contract, sign on, sign up, signalize, signalise, bless"
volunteered,"volunteer, offer"
mused,"chew over, think over, meditate, ponder, excogitate, contemplate, muse, reflect, mull, mull over, ruminate, speculate"
waving,"wave, waving, wafture, beckon, brandish, flourish, roll, undulate, flap, curl"
stern,"stern, after part, quarter, poop, tail, Stern, Isaac Stern, buttocks, nates, arse, butt, backside, bum, buns, can, fundament, hindquarters, hind end, keister, posterior, prat, rear, rear end, rump, seat, tail end, tooshie, tush, bottom, behind, derriere, fanny, ass, austere, grim, inexorable, relentless, unappeasable, unforgiving, unrelenting, strict, exacting, severe, stark"
clearly,"clearly, intelligibly, understandably, distinctly, clear"
prepared,"fix, prepare, set up, ready, gear up, set, cook, make, organize, organise, devise, get up, machinate, groom, train, develop, educate, prepared, disposed, fain, inclined"
happened,"happen, hap, go on, pass off, occur, pass, fall out, come about, take place, befall, bechance, materialize, materialise, find, chance, bump, encounter"
changed,"change, alter, modify, vary, switch, shift, exchange, commute, convert, interchange, transfer, deepen, changed"
appears,"look, appear, seem, come out, come along"
silver,"silver, Ag, atomic number 47, ash grey, ash gray, silver grey, silver gray, flatware, silver medal, silvern, silvery, argent, silverish, eloquent, facile, fluent, silver-tongued, smooth-spoken"
adding,"add, append, supply, lend, impart, bestow, contribute, bring, add together, total, tot, tot up, sum, sum up, summate, tote up, tally, add up"
instances,"case, instance, example, illustration, representative, exemplify, illustrate"
invisible,"invisible, unseeable, inconspicuous"
addition,"addition, add-on, improver, increase, gain, accession, summation, plus"
tag,"tag, ticket, rag, shred, tag end, tatter, label, mark, chase, chase after, trail, tail, give chase, dog, go after, track"
dialogue,"dialogue, dialog, duologue, negotiation, talks"
nodding,"nod, cernuous, drooping, nodding, pendulous, weeping"
characters,"fictional character, fictitious character, character, quality, lineament, fiber, fibre, role, theatrical role, part, persona, eccentric, type, case, reference, character reference, grapheme, graphic symbol"
query,"question, inquiry, enquiry, query, interrogation"
global,"global, planetary, world, worldwide, world-wide, ball-shaped, globose, globular, orbicular, spheric, spherical"
virtually,"virtually, about, almost, most, nearly, near, nigh, well-nigh"
especially,"particularly, peculiarly, especially, specially"
repetition,"repeat, repetition, repeating"
instance,"case, instance, example, illustration, representative, exemplify, illustrate"
shake,"shingle, shake, milkshake, milk shake, trill, handshake, handshaking, handclasp, tremble, shiver, wag, waggle, agitate, didder, judder, rock, sway, stimulate, shake up, excite, stir, shake off, throw off, escape from"
refer,"mention, advert, bring up, cite, name, refer, pertain, relate, concern, come to, bear on, touch, touch on, have-to doe with, consult, look up, denote"
plural,"plural, plural form"
consistency,"consistency, consistence, eubstance, body"
earrings,earring
peeking,"glance, peek, glint"
sentence,"sentence, conviction, judgment of conviction, condemnation, prison term, time, condemn, doom"
numeral,"numeral, number, numerical, numeric"
similar,"similar, alike, like, exchangeable, interchangeable, standardized, standardised"
changes,"change, alteration, modification, variety, alter, modify, vary, switch, shift, exchange, commute, convert, interchange, transfer, deepen"
paragraphs,paragraph
comment,"remark, comment, input, commentary, gossip, scuttlebutt, notice, point out, gloss, annotate"
mentioned,"mention, advert, bring up, cite, name, refer, note, observe, remark"
defines,"specify, define, delineate, delimit, delimitate, set, determine, fix, limit"
length,"length, duration, distance"
mouthed,"talk, speak, utter, mouth, verbalize, verbalise"
gambling,"gambling, gaming, play, gamble, chance, risk, hazard, take chances, adventure, run a risk, take a chance"
fixed,"repair, mend, fix, bushel, doctor, furbish up, restore, touch on, fasten, secure, specify, set, determine, define, limit, cook, ready, make, prepare, pay back, pay off, get, fixate, sterilize, sterilise, desex, unsex, desexualize, desexualise, situate, posit, deposit, set up, gear up, fixed, rigid, frozen"
recast,"recast, remold, remould, reforge, remodel"
credibility,"credibility, credibleness, believability"
italics,"italic, Italic, Italic language"
tourism,"tourism, touristry"
decades,"decade, decennary, decennium, ten, 10, X, tenner"
pop,"dad, dada, daddy, pa, papa, pappa, pop, soda, soda pop, soda water, tonic, popping, pop music, start, protrude, pop out, bulge, bulge out, bug out, come out, crop up, pop up, toss off, bolt down, belt down, pour down, down, drink down, kill, popular"
ring,"ring, halo, annulus, doughnut, anchor ring, hoop, closed chain, gang, pack, mob, ringing, tintinnabulation, band, peal, resound, echo, reverberate, knell, call, telephone, call up, phone, surround, environ, skirt, border"
term,"term, condition, full term, terminus, terminal figure"
slur,"slur, aspersion, smudge, spot, blot, daub, smear, smirch, blur, dim"
considering,"see, consider, reckon, view, regard, study, take, deal, look at, count, weigh, debate, moot, turn over, deliberate, think, believe, conceive"
sodas,"sodium carbonate, washing soda, sal soda, soda ash, soda, pop, soda pop, soda water, tonic"
thanks,"thanks, thank, give thanks"
actions,"action, activity, activeness, military action, natural process, natural action, action mechanism, legal action, action at law, sue, litigate, process, carry through, accomplish, execute, carry out, fulfill, fulfil"
separate,"offprint, reprint, separate, divide, disunite, part, distinguish, differentiate, secern, secernate, severalize, severalise, tell, tell apart, split, split up, dissever, carve up, classify, class, sort, assort, sort out, break, break up, fall apart, come apart, discriminate, single out, branch, ramify, fork, furcate, freestanding, disjoined"
exclamation,"exclamation, exclaiming, ecphonesis"
wailed,"howl, ululate, wail, roar, yawl, yaup, whimper, mewl, pule"
mystery,"mystery, enigma, secret, closed book, mystery story, whodunit"
matched,"match, fit, correspond, check, jibe, gibe, tally, agree, mate, couple, pair, twin, equal, touch, rival, meet, cope with, pit, oppose, play off, equalize, equalise, equate, matched"
unfortunately,"unfortunately, unluckily, regrettably, alas"
reputable,reputable
dictionary,"dictionary, lexicon"
online,"on-line, online"
suggests,"propose, suggest, advise, hint, intimate, indicate, evoke, paint a picture"
halo,"aura, aureole, halo, nimbus, glory, gloriole, ring, annulus, doughnut, anchor ring"
l,"liter, litre, l, cubic decimeter, cubic decimetre, fifty, 50, L, lambert"
zdravo,
answering,"answer, reply, respond, resolve, suffice, do, serve, answering, respondent"
disagreement,"disagreement, dissension, dissonance, discrepancy, divergence, variance"
refusal,refusal
meaning,"meaning, significance, signification, import, substance, mean, intend, entail, imply, signify, stand for, think, think of, have in mind, pregnant, significant"
exact,"demand, exact, claim, take, accurate, precise"
corridor,corridor
clarity,"clarity, lucidity, lucidness, pellucidity, clearness, limpidity, uncloudedness"
hello,"hello, hullo, hi, howdy, how-do-you-do"
paragraph,paragraph
rhinestones,rhinestone
description,"description, verbal description"
unicorn,unicorn
spelling,"spelling, spell, spell out, import, write"
mentions,"mention, reference, citation, cite, acknowledgment, credit, quotation, honorable mention, advert, bring up, name, refer, note, observe, remark"
plus,"asset, plus, summation, addition, positive"
reads,"read, say, scan, take, learn, study, register, show, record, understand, interpret, translate"
deleted,"delete, cancel, erase, edit, blue-pencil"
again”—there,
mention,"mention, reference, citation, cite, acknowledgment, credit, quotation, honorable mention, advert, bring up, name, refer, note, observe, remark"
pistachios,"pistachio, Pistacia vera, pistachio tree, pistachio nut"
shakes,"shingle, shake, milkshake, milk shake, trill, handshake, handshaking, handclasp, tremble, shiver, wag, waggle, agitate, didder, judder, rock, sway, stimulate, shake up, excite, stir, shake off, throw off, escape from"
nineteen,"nineteen, 19, XIX, xix"
fit,"fit, tantrum, scene, conniption, paroxysm, convulsion, burst, suit, accommodate, go, meet, conform to, match, correspond, check, jibe, gibe, tally, agree, equip, fit out, outfit, primed, set"
em,"em, em quad, mutton quad, pica em, pica"
dash,"dash, elan, flair, panache, style, sprint, hyphen, dah, bolt, dart, scoot, scud, flash, shoot, smash, crash, daunt, scare off, pall, frighten off, scare away, frighten away, scare"
edited,"edit, redact, cut, edit out, blue-pencil, delete, emended, edited"
repeating,"repetition, repeating, repeat, reiterate, ingeminate, iterate, restate, retell, duplicate, reduplicate, double, replicate, recur, echo, take over, reprise, reprize, recapitulate"
clarify,"clarify, clear up, elucidate"
correct,"correct, rectify, right, compensate, redress, chastise, castigate, objurgate, chasten, counterbalance, make up, even out, even off, even up, discipline, sort out, decline, slump, adjust, set"
simplified,"simplify, simplified"
technically,technically
connection,"connection, connexion, connectedness, link, connector, connecter, connective, association, joining"
greatest,"greatest, sterling, superlative, great, outstanding, bang-up, bully, corking, cracking, dandy, groovy, keen, neat, nifty, not bad, peachy, slap-up, swell, smashing, capital, majuscule, big, enceinte, expectant, gravid, large, heavy, with child"
miss,"girl, miss, missy, young lady, young woman, fille, misfire, Miss, lose, neglect, pretermit, omit, drop, leave out, overlook, overleap, lack, escape"
specifically,specifically
counseled,"rede, advise, counsel"
spelled,"spell, spell out, import, write"
kl18r17,
calendar,calendar
cited,"mention, advert, bring up, cite, name, refer, reference, quote, adduce, abduce, summon, summons"
shifted,"switch, change over, shift, dislodge, reposition, transfer, stir, budge, agitate, careen, wobble, tilt, lurch, pitch, change"
timeline,timeline
stopover,"stopover, way station, stop, layover"
squealed,"squeal, oink, confess, fink"
follows,"follow, postdate, fall out, travel along, comply, abide by, come after, conform to, adopt, espouse, take after, trace, watch, observe, watch over, keep an eye on, succeed, play along, accompany, keep up, keep abreast, come, be, surveil, survey, pursue, stick to, stick with"
mark,"mark, grade, score, marker, marking, target, print, stigma, brand, stain, German mark, Deutsche Mark, Deutschmark, Mark, Saint Mark, St. Mark, chump, fool, gull, patsy, fall guy, sucker, soft touch, mug, sign, Gospel According to Mark, scratch, scrape, scar, crisscross, cross, bell ringer, bull's eye, home run, tag, label, distinguish, differentiate, commemorate, stigmatize, stigmatise, denounce, notice, note, pock, pit, nock, set, cross off, cross out, strike out, strike off, check, check off, mark off, tick off, tick, punctuate"
action,"action, activity, activeness, military action, natural process, natural action, action mechanism, legal action, action at law, sue, litigate, process, carry through, accomplish, execute, carry out, fulfill, fulfil"
comma,"comma, comma butterfly, Polygonia comma"
multiple,multiple
bouquet,"bouquet, corsage, posy, nosegay, fragrance, fragrancy, redolence, sweetness"
nods,nod
revisions,"revision, alteration, revisal, revise, rescript, rewrite"
affect,"affect, impact, bear upon, bear on, touch on, touch, involve, regard, feign, sham, pretend, dissemble, impress, move, strike"
assistant,"assistant, helper, help, supporter, adjunct"
female,"female, female person, distaff"
pox,"syphilis, syph, pox, lues venerea, lues"
conversation,conversation
readers,"reader, subscriber, reviewer, referee, proofreader, lector, lecturer"
routinely,routinely
clean,"clean and jerk, clean, make clean, pick, houseclean, clean house, cleanse, strip, scavenge, clear, light, unclouded, fresh, uncontaminating, unobjectionable, uninfected, clean-living, fair, blank, white, sporting, sporty, sportsmanlike, neat, plumb, plum, fairly"
student,"student, pupil, educatee, scholar, scholarly person, bookman"
conveyor,"conveyer, conveyor, conveyer belt, conveyor belt, transporter"
checked,"check, check up on, look into, check out, suss out, check over, go over, check into, see, insure, see to it, ensure, control, ascertain, assure, hold in, hold, contain, curb, moderate, check off, mark, mark off, tick off, tick, retard, delay, match, fit, correspond, jibe, gibe, tally, agree, discipline, train, condition, checker, chequer, turn back, arrest, stop, hold back, determine, find out, watch, learn, chink, crack, break, checked, checkered, chequered"
belt,"belt, knock, bash, bang, smash, swath, belt ammunition, belted ammunition, rap, whack, whang, belt out"
liking,"liking, wish, care, like"
snack,"bite, collation, snack, nosh"
abrupt,"abrupt, disconnected, precipitous, sharp"
options,"option, alternative, choice, selection, pick"
ketchup,"catsup, ketchup, cetchup, tomato ketchup"
flowery,"flowery, ornate"
deleting,"delete, cancel, erase, edit, blue-pencil"
composed,"compose, write, pen, indite, compile, frame, draw up, composed"
stain,"stain, discoloration, discolouration, dirt, filth, grime, soil, grease, grunge, mark, stigma, brand, blot, smear, smirch, spot, tarnish, maculate, sully, defile"
longer,"longer, thirster, yearner, long, retentive, recollective, tenacious, farseeing, farsighted, foresighted, foresightful, prospicient, longsighted"
closet,"cupboard, closet, water closet, W.C., loo, wardrobe, press"
spending,"spending, disbursement, disbursal, outlay, outgo, expenditure, spend, pass, expend, drop"
unspecified,unspecified
shy,"shy, diffident, timid, unsure"
sleeve,"sleeve, arm"
flesh,"flesh, human body, physical body, material body, soma, build, figure, physique, anatomy, shape, bod, chassis, frame, form, pulp"
confusing,"confuse, confound, throw, fox, befuddle, fuddle, bedevil, discombobulate, flurry, disconcert, put off, jumble, mix up, blur, obscure, obnubilate, confusing, perplexing, puzzling"
context,"context, linguistic context, context of use, circumstance, setting"
translation,"translation, interlingual rendition, rendering, version, transformation, displacement"
rat,"rat, scab, strikebreaker, blackleg, rotter, dirty dog, skunk, stinker, stinkpot, bum, puke, crumb, lowlife, scum bag, so-and-so, git, informer, betrayer, squealer, blabber, fink, denounce, tell on, betray, give away, grass, shit, shop, snitch, stag"
advice,advice
citations,"citation, commendation, cite, acknowledgment, credit, reference, mention, quotation, quote, Citation"
parenthetical,"parenthetical expression, parenthetical, parenthetic"
council,council
smaller,"smaller, littler, small, little, minor, modest, small-scale, pocket-size, pocket-sized, humble, low, lowly, minuscule, belittled, diminished"
larger,"bigger, larger, large, big, bombastic, declamatory, orotund, tumid, turgid, magnanimous, prominent, enceinte, expectant, gravid, great, heavy, with child"
abbreviation,abbreviation
suggest,"propose, suggest, advise, hint, intimate, indicate, evoke, paint a picture"
sunglasses,"sunglasses, dark glasses, shades, sunglass"
wears,"wear, clothing, article of clothing, vesture, wearable, habiliment, wearing, have on, bear, wear off, wear out, wear down, wear thin, hold out, endure, break, bust, fall apart, tire, wear upon, tire out, weary, jade, outwear, fag out, fag, fatigue, put on, get into, don, assume"
skis,ski
gnome,"gnome, dwarf"
answers,"answer, reply, response, solution, result, resolution, solvent, respond, resolve, suffice, do, serve"
oder,"Oder, Oder River"
speaks,"talk, speak, utter, mouth, verbalize, verbalise, address"
mistakes,"mistake, error, fault, misunderstanding, misapprehension, misidentify, err, slip"
ok,"Oklahoma, Sooner State, OK, O.K., okay, okey, okeh, all right, fine, o.k., ok, hunky-dory, very well, alright"
steep,"steep, immerse, engulf, plunge, engross, absorb, soak up, infuse, exorbitant, extortionate, outrageous, unconscionable, usurious"
acting,"acting, playing, playacting, performing, act, move, behave, do, play, represent, act as, work, dissemble, pretend, roleplay, playact"
crepes,"crepe, crepe paper, crape, French pancake"
described,"describe, depict, draw, report, account, trace, line, delineate, identify, discover, key, key out, distinguish, name, described"
glancing,"glance, peek, glint"
inconsistent,"inconsistent, discrepant"
typo,"misprint, erratum, typographical error, typo, literal error, literal"
guessing,"guess, guesswork, guessing, shot, dead reckoning, think, opine, suppose, imagine, reckon, venture, pretend, hazard, estimate, gauge, approximate, judge, infer"
intentional,"intentional, knowing, designed"
share,"share, portion, part, percentage, parcel, contribution, plowshare, ploughshare, partake, partake in, divvy up, portion out, apportion, deal"
choice,"choice, pick, selection, option, alternative, prime, prize, quality, select"
economical,"economic, economical, frugal, scotch, sparing, stinting"
upstairs,"upstairs, upstair, up the stairs, on a higher floor"
breakfast,breakfast
cook,"cook, Cook, James Cook, Captain Cook, Captain James Cook, fix, ready, make, prepare, fudge, manipulate, fake, falsify, wangle, misrepresent"
bags,"bag, base, handbag, pocketbook, purse, bagful, traveling bag, travelling bag, grip, suitcase, old bag, udder, cup of tea, dish, bulge, pocket"
sentences,"sentence, conviction, judgment of conviction, condemnation, prison term, time, condemn, doom"
oatmeal,"oatmeal, burgoo, rolled oats"
gorgeous,gorgeous
emphasizing,"emphasizing, accenting, accentuation, stress, emphasize, emphasise, punctuate, accent, accentuate, underscore, underline"
midnight,midnight
burger,"Burger, Warren Burger, Warren E. Burger, Warren Earl Burger, hamburger, beefburger, burger"
image,"image, mental image, persona, picture, icon, ikon, prototype, paradigm, epitome, trope, figure of speech, figure, double, look-alike, range, range of a function, effigy, simulacrum, visualize, visualise, envision, project, fancy, see"
titles,"title, statute title, rubric, championship, deed, deed of conveyance, title of respect, form of address, claim, entitle, style"
detail,"detail, item, point, particular, contingent"
beard,"beard, face fungus, whiskers, byssus"
describe,"describe, depict, draw, report, account, trace, line, delineate, identify, discover, key, key out, distinguish, name"
boiled,"boil, churn, moil, roil, seethe, boiled, poached, stewed"
bite,"bite, morsel, bit, sting, insect bite, collation, snack, pungency, sharpness, raciness, chomp, seize with teeth, burn, prick"
details,"details, inside information, detail, item, point, particular, contingent"
indicates,"bespeak, betoken, indicate, point, signal, designate, show, argue, suggest"
silk,silk
numerals,"numeral, number"
text,"text, textual matter, textbook, text edition, schoolbook, school text"
handwritten,handwritten
adds,"attention deficit disorder, ADD, attention deficit hyperactivity disorder, ADHD, hyperkinetic syndrome, minimal brain dysfunction, minimal brain damage, MBD, add, append, supply, lend, impart, bestow, contribute, bring, add together, total, tot, tot up, sum, sum up, summate, tote up, tally, add up"
quotation,"citation, cite, acknowledgment, credit, reference, mention, quotation, quote"
etc,
references,"mention, reference, citation, cite, acknowledgment, credit, quotation, reference point, point of reference, reference book, reference work, book of facts, character, character reference, denotation, extension, consultation, source, address, computer address"
usher,"Ussher, James Ussher, Usher, James Usher, usher, doorkeeper, guide, show"
ushered,"usher, show"
e.g.,"for example, for instance, e.g."
interrupt,"interrupt, disrupt, break up, cut off, disturb, break"
trail,"trail, lead, track, drag, get behind, hang back, drop behind, drop back, chase, chase after, tail, tag, give chase, dog, go after, shack, train"
introduced,"introduce, present, acquaint, innovate, insert, enclose, inclose, stick in, put in, bring in, infix, enter, bring out, precede, preface, premise, inaugurate, usher in"
present,"present, nowadays, present tense, show, demo, exhibit, demonstrate, represent, lay out, stage, submit, pose, award, give, gift, deliver, introduce, acquaint, portray, confront, face, salute"
impression,"impression, feeling, belief, notion, opinion, effect, mental picture, picture, depression, imprint, stamp, printing"
order,"order, order of magnitude, ordering, ordination, orderliness, decree, edict, fiat, rescript, purchase order, club, social club, society, guild, gild, lodge, rules of order, parliamentary law, parliamentary procedure, Holy Order, Order, monastic order, tell, enjoin, say, prescribe, dictate, regulate, regularize, regularise, govern, ordain, consecrate, ordinate, arrange, set up, put, rate, rank, range, grade, place"
spends,"spend, pass, expend, drop"
sights,"sights, sight, vision, visual sense, visual modality, ken, view, survey, batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite a little, raft, slew, spate, stack, tidy sum, wad, spy"
pp,
particular,"particular, specific, detail, item, particular proposition, peculiar, special, especial, exceptional, finical, finicky, fussy, picky"
seep,"seep, ooze"
na,"sodium, Na, atomic number 11"
gon,
uncertainty,"uncertainty, uncertainness, precariousness, doubt, incertitude, dubiety, doubtfulness, dubiousness"
appear,"look, appear, seem, come out, come along"
note,"note, short letter, line, billet, musical note, tone, bill, government note, bank bill, banker's bill, bank note, banknote, Federal Reserve note, greenback, annotation, notation, eminence, distinction, preeminence, promissory note, note of hand, observe, mention, remark, notice, mark, take note, take down"
blankets,"blanket, cover, mantle"
relevant,relevant
agreeing,"agree, hold, concur, concord, match, fit, correspond, check, jibe, gibe, tally, harmonize, harmonise, consort, accord, fit in"
lessons,"lesson, example, deterrent example, object lesson, moral"
dumping,"dumping, dump, ditch, underprice, plunge, deck, coldcock, knock down, floor"
reader,"reader, subscriber, reviewer, referee, proofreader, lector, lecturer"
remind,"remind, prompt, cue"
based,"establish, base, ground, found, free-base, based"
possible,"possible, potential"
comes,"semen, seed, seminal fluid, ejaculate, cum, come, come up, arrive, get, follow, issue forth, hail, fall, total, number, add up, amount, come in, occur, derive, descend, do, fare, make out, get along"
events,"event, case, consequence, effect, outcome, result, issue, upshot"
past,"past, past times, yesteryear, past tense, preceding, retiring, by"
tense,"tense, strain, tense up"
generally,"by and large, generally, more often than not, mostly, in general, in the main, broadly, loosely, broadly speaking"
scarves,"scarf, scarf joint"
texture,"texture, grain"
smooth,"smooth, smoothen, polish, shine, smooth out, politic, suave, bland, fluent, fluid, liquid, legato, placid, quiet, still, tranquil, unruffled"
direct,"direct, target, aim, place, point, lead, take, conduct, guide, send, train, take aim, calculate, steer, maneuver, manoeuver, manoeuvre, head, channelize, channelise, address, mastermind, engineer, organize, organise, orchestrate, unmediated, lineal, verbatim, directly, straight"
intended,"intend, mean, think, destine, designate, specify, signify, stand for, intended"
subjunctive,"subjunctive mood, subjunctive"
wonderful,"fantastic, grand, howling, marvelous, marvellous, rattling, terrific, tremendous, wonderful, wondrous"
finish,"coating, finish, finishing, stopping point, finale, finis, last, conclusion, close, polish, refinement, culture, cultivation, destination, goal, ending, complete, finish up, land up, fetch up, end up, wind up, end, stop, terminate, cease, eat up, polish off"
indicate,"bespeak, betoken, indicate, point, signal, designate, show, argue, suggest"
adjusted,"adjust, set, correct, align, aline, line up, conform, adapt, adjusted, familiarized, familiarised"
stet,stet
immediately,"immediately, instantly, straightaway, straight off, directly, now, right away, at once, forthwith, like a shot"
contractions,"contraction, muscular contraction, muscle contraction, compression, condensation"
